FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	Av6.1	Av4.2	Av1.2	Av6.3	Av3.1	Av2.1	Av4.1	Av6.2	Av7.2	Av4.3	Av5.1	Ad2.1	Av1.1	Ad7.1	Ad3.2	Av1.3	Ad7.3	Ad1.1	Av7.1	Ad3.1	Ad7.2	Av7.3	Ad3.3	Ad5.1	Av5.2	Av3.2	Av2.2	Ad2.2	Ad1.2	Ad5.2	Ad5.3	Ad4.3	Ad1.3	Ad4.2	Ad2.3	Ad4.1	Av2.3	Ad6.3	Av3.3	Ad6.2	Av5.3	Ad6.1
450100000	38.30	145.264	189.128	149.319	196.123	283.803	307.043	205.172	172.421	248.385	272.838	206.556	285.299	148.238	154.510	176.462	158.202	191.927	248.573	176.153	151.184	183.643	228.440	215.179	178.217	235.299	251.419	161.865	197.923	255.222	182.732	222.727	175.336	235.205	165.044	297.051	144.271	234.543	146.783	209.590	145.514	181.712	184.624
450140000	38.30	145.138	190.128	152.957	203.754	287.111	314.624	207.681	166.404	241.017	273.368	211.624	283.231	152.575	155.298	172.658	155.670	186.991	244.974	177.901	150.316	189.241	226.129	221.624	183.217	246.496	245.248	165.270	196.795	262.778	181.750	234.145	178.953	234.419	169.202	295.641	147.523	236.698	151.160	212.530	144.076	176.837	181.128
450180000	38.30	137.977	200.068	152.426	204.114	284.308	319.821	216.224	180.228	248.650	277.496	217.718	285.145	149.113	158.933	182.829	155.055	190.436	246.769	176.739	150.745	183.571	229.940	213.709	184.255	239.974	249.154	166.360	203.496	273.043	178.161	230.444	175.542	235.718	169.342	305.453	151.953	238.767	146.632	212.607	150.200	182.548	182.055
480020000	38.55	146.782	193.650	139.606	201.667	277.128	312.761	202.534	169.175	250.889	279.744	216.966	291.385	153.238	157.096	196.376	155.761	185.500	241.974	172.712	149.867	188.938	228.948	212.282	188.736	244.103	249.598	160.441	203.103	261.316	176.196	230.017	173.972	236.427	165.053	302.060	143.477	229.009	147.736	215.060	148.857	190.827	190.294
480060000	38.55	147.172	200.188	147.628	206.544	282.103	310.453	208.103	168.895	248.752	272.034	210.060	295.026	142.575	159.567	186.803	155.239	187.982	246.632	178.586	155.276	189.946	226.207	218.085	182.972	237.436	254.103	166.793	198.222	261.727	177.295	232.906	187.327	232.932	163.675	298.154	145.009	229.888	145.264	206.026	143.895	175.856	184.092
480100000	38.55	147.747	196.393	147.968	202.579	281.786	311.402	207.095	171.114	243.564	278.983	212.991	282.974	142.775	158.538	188.120	155.450	184.727	242.205	176.514	157.051	186.875	227.422	216.316	184.783	233.932	253.248	157.261	199.940	268.154	181.482	231.692	182.869	236.273	172.684	294.009	148.383	230.612	145.236	211.863	153.086	182.058	182.339
480140000	38.55	144.092	198.222	147.330	202.640	282.709	312.795	209.121	173.632	250.761	272.333	212.598	284.325	154.225	153.000	193.667	158.569	184.655	247.684	175.396	147.888	180.634	231.216	226.419	186.038	240.846	254.265	156.279	194.137	259.701	181.411	231.932	187.897	227.923	161.096	301.590	149.318	234.431	150.330	211.530	145.848	183.673	186.807
480180000	38.55	146.609	194.658	152.128	200.219	287.761	322.906	212.517	169.351	253.043	283.880	214.043	292.308	150.438	158.125	190.735	157.734	185.482	248.923	178.036	155.153	185.098	228.138	217.171	185.245	242.521	262.983	160.505	209.795	266.188	188.518	236.103	174.813	229.897	172.816	306.359	153.308	233.836	152.660	213.368	141.162	184.769	180.624
510020000	38.82	141.483	189.521	149.564	198.553	274.188	312.222	210.414	179.105	246.744	276.940	213.060	293.487	143.312	157.692	161.094	152.716	188.136	242.897	179.505	152.827	187.705	234.000	224.171	185.198	236.291	251.410	160.243	202.179	264.735	179.545	228.171	181.542	236.453	166.886	295.299	145.636	235.500	141.679	210.026	145.429	184.529	185.450
510060000	38.82	140.138	196.855	147.628	202.781	282.111	318.393	201.164	167.789	245.188	276.060	215.214	289.410	142.350	154.692	167.222	155.596	186.864	240.846	176.333	150.347	180.241	226.095	216.932	188.038	243.675	249.829	153.982	197.829	267.795	174.625	231.154	179.187	231.034	172.588	300.880	146.495	225.638	144.066	209.188	150.238	181.721	186.220
510100000	38.82	144.655	196.265	151.564	205.474	286.051	315.205	214.043	170.825	248.556	280.761	213.573	292.872	142.312	156.731	165.462	160.651	182.073	241.940	177.748	150.439	180.179	233.810	219.256	190.755	238.205	257.000	161.171	201.402	269.000	174.714	232.239	179.505	234.795	167.956	302.231	146.486	226.931	142.981	209.598	150.000	180.000	181.670
510140000	38.82	143.092	197.051	149.947	202.368	281.803	319.598	211.836	171.316	245.402	280.727	212.786	284.009	146.038	162.731	167.256	149.633	192.600	245.188	176.928	153.939	184.866	231.741	225.145	187.198	246.000	252.051	162.775	203.897	261.316	183.795	230.214	179.953	240.564	170.228	297.769	145.280	229.241	148.283	208.291	144.571	188.423	181.826
510180000	38.82	146.506	196.974	149.362	205.026	285.795	313.427	206.569	174.465	251.128	280.949	217.658	291.376	145.225	148.875	166.564	154.908	187.500	247.923	179.973	147.255	177.036	229.276	216.624	184.943	241.564	255.573	160.829	198.103	260.632	183.375	227.402	179.467	235.248	169.351	296.538	149.654	230.284	147.962	213.658	147.152	188.269	190.835
540020000	39.07	146.655	202.906	147.117	204.579	284.812	309.709	212.259	172.763	244.282	278.393	215.120	291.538	149.725	161.221	150.932	156.908	183.755	249.094	172.171	155.357	169.384	228.112	214.103	184.575	232.316	253.333	165.820	197.615	266.641	176.714	239.000	185.430	238.026	177.737	297.009	142.785	228.638	146.519	212.453	145.610	189.635	180.532
540060000	39.08	135.230	191.410	153.904	207.684	285.821	313.709	210.802	168.939	257.863	278.786	212.333	288.829	154.163	150.019	158.009	155.817	183.236	248.376	177.595	155.724	165.866	233.267	218.111	182.858	235.846	244.624	166.423	197.103	266.222	178.714	234.376	180.963	243.949	167.140	297.641	149.159	231.681	152.519	210.410	145.000	184.173	181.651
540100000	39.08	138.241	201.214	153.638	206.000	286.974	309.615	215.629	168.886	252.128	279.410	213.778	286.573	149.562	158.433	152.470	155.193	184.100	245.000	176.910	152.418	175.821	231.526	220.154	186.830	244.000	255.530	161.126	196.880	267.650	180.482	233.564	187.290	233.009	176.605	302.966	150.832	226.655	146.528	216.932	150.981	179.029	186.266
540140000	39.08	141.333	197.932	153.596	200.649	283.778	319.590	214.724	172.474	252.068	282.624	215.795	288.171	147.887	159.048	153.410	158.587	194.273	247.444	180.811	156.327	171.589	230.940	221.154	186.906	242.615	254.051	159.063	202.821	270.291	178.902	233.949	182.776	233.863	171.509	290.376	142.991	220.845	145.104	211.667	147.143	182.788	180.679
540180000	39.08	148.839	199.744	158.170	201.553	288.889	321.462	220.948	171.991	249.171	286.291	215.761	297.590	147.825	150.404	156.855	157.211	187.936	249.282	181.568	147.990	172.188	231.198	216.675	185.538	242.821	257.778	164.694	197.991	268.137	181.598	226.470	184.710	237.103	166.684	292.077	151.925	237.948	147.358	217.983	144.638	186.481	183.771
570020000	39.32	141.954	201.667	151.149	203.105	286.880	324.778	215.138	163.561	247.991	280.863	207.547	293.128	154.725	159.615	152.171	155.303	192.182	248.060	176.360	149.153	175.821	232.759	222.496	194.113	231.778	250.359	162.937	197.897	265.923	181.232	232.342	189.075	243.513	169.781	303.479	149.533	228.922	148.387	212.718	142.076	186.221	182.459
570060000	39.32	142.161	196.897	148.766	204.263	286.436	314.692	210.819	171.342	246.479	275.812	211.513	283.231	146.800	158.567	142.103	152.248	186.636	246.573	177.477	148.551	176.170	227.319	218.385	181.066	235.821	251.205	161.667	199.273	260.453	184.821	240.188	177.822	243.444	165.360	288.812	144.785	227.526	148.123	213.444	143.019	188.288	178.798
570100000	39.32	144.632	197.632	154.745	200.561	286.504	318.103	213.966	177.947	249.120	286.265	214.256	293.487	150.212	160.885	148.889	159.431	188.618	249.735	175.604	153.449	175.438	231.603	218.735	190.698	234.291	256.812	167.820	200.932	267.009	185.795	233.624	177.813	239.906	162.947	299.043	141.467	226.724	140.302	219.615	144.819	181.952	183.330
570140000	39.32	148.126	198.624	150.362	206.351	283.530	322.308	211.017	177.035	247.974	288.940	218.043	299.991	148.300	152.894	143.812	154.092	188.882	248.761	175.550	147.847	174.866	229.095	212.103	190.519	239.385	255.607	165.054	200.821	266.043	180.330	239.761	191.654	238.667	166.447	300.564	140.178	231.293	150.642	216.410	145.324	182.798	185.128
570180000	39.32	143.161	196.692	148.021	203.447	285.863	319.906	217.026	170.430	251.812	283.846	214.923	298.658	152.387	154.115	146.744	157.605	194.800	255.333	187.468	147.776	173.464	229.612	214.094	183.557	240.325	257.060	156.387	205.393	275.872	179.143	234.128	188.243	249.214	168.851	302.068	149.168	231.164	152.094	214.863	151.105	190.558	183.826
600020000	39.57	145.034	199.966	151.234	201.044	281.538	308.538	213.379	174.298	247.333	290.470	218.846	290.179	152.413	162.173	144.530	157.055	185.855	251.752	181.189	149.724	172.786	232.224	224.991	188.123	229.402	256.590	167.243	205.949	270.197	180.848	234.915	195.065	239.718	171.281	306.615	144.271	225.621	144.915	216.171	148.438	186.577	183.239
600060000	39.57	147.080	199.410	150.181	204.307	280.872	311.368	220.267	176.184	247.043	280.256	210.786	288.880	149.788	158.529	142.265	160.459	190.773	243.752	171.892	148.418	169.982	229.681	220.744	189.764	231.111	254.359	160.541	200.111	269.342	188.027	234.504	183.935	237.769	167.649	295.085	145.000	225.086	149.340	208.051	149.067	185.500	187.688
600100000	39.57	142.046	195.470	152.926	201.974	283.308	314.632	212.595	177.018	249.333	272.419	217.026	298.880	151.887	155.106	151.692	160.284	188.555	247.607	173.225	153.306	175.125	230.371	221.214	185.142	236.273	257.513	163.550	204.641	264.453	183.875	230.897	184.953	243.641	173.070	294.684	145.411	226.664	149.962	212.940	152.610	190.413	182.330
600140000	39.57	137.494	201.855	154.128	201.035	282.915	318.393	208.741	177.719	238.735	278.880	219.564	285.077	147.750	158.529	150.821	152.321	188.027	249.034	178.180	150.031	173.375	231.250	219.273	191.953	244.043	253.667	166.901	205.915	271.564	182.607	236.214	179.626	233.564	167.719	300.983	146.636	228.276	153.358	216.658	145.457	192.154	185.450
600180000	39.57	138.494	204.188	163.936	197.386	286.487	318.085	215.379	177.675	244.299	284.316	209.906	296.778	151.837	152.635	148.530	153.174	191.382	242.940	177.820	150.000	168.179	227.276	220.325	185.274	240.436	262.812	171.514	216.214	265.906	185.964	229.786	186.701	236.085	163.526	300.632	145.636	237.448	143.679	213.556	146.181	184.173	184.679
630020000	39.82	139.011	201.453	161.862	203.105	283.744	317.521	216.698	172.982	249.983	281.197	221.444	294.667	149.212	152.942	150.957	158.495	178.773	245.547	182.532	159.224	170.402	235.707	222.017	186.849	233.803	257.615	164.775	205.701	276.504	178.857	234.795	189.318	238.863	168.018	297.906	147.729	227.034	152.481	218.598	149.286	189.548	180.404
630060000	39.82	135.161	202.727	160.245	206.912	291.923	314.128	210.733	167.553	243.709	285.607	218.299	292.752	153.462	161.135	144.444	158.569	190.100	249.667	173.396	153.265	174.545	227.983	222.684	183.915	226.872	254.692	167.919	203.761	270.786	185.312	237.915	185.458	233.393	176.930	293.393	150.832	229.147	157.151	215.897	151.114	184.654	188.954
630100000	39.82	145.897	193.701	157.234	206.096	296.368	318.368	219.379	175.974	246.111	280.889	212.598	293.812	150.075	153.635	142.419	159.101	189.991	250.291	184.441	147.633	170.973	230.172	223.342	192.151	239.325	247.855	162.955	204.658	261.077	184.491	238.632	183.224	241.897	166.246	299.641	145.206	223.431	143.330	212.205	148.571	181.990	189.367
630140000	39.82	146.828	198.727	153.819	207.193	290.188	318.880	212.483	176.491	233.615	277.410	214.325	287.684	147.212	154.163	144.786	156.303	186.691	247.060	179.991	145.602	170.750	233.974	225.949	193.189	235.060	252.940	166.937	202.761	263.556	179.625	235.812	183.542	241.658	168.667	299.444	151.523	234.345	144.660	214.752	149.371	182.365	191.798
630180000	39.82	144.379	198.256	156.074	209.816	285.991	319.957	218.328	174.781	246.171	283.085	213.436	290.923	145.475	155.923	144.650	154.239	196.045	247.291	182.658	149.520	166.170	228.957	226.581	189.991	236.316	261.735	166.144	201.470	266.778	181.679	237.103	183.224	242.538	163.430	305.282	152.579	232.517	145.057	220.248	144.581	192.654	189.009
660020000	40.07	137.333	201.222	155.287	201.632	276.427	314.222	213.828	174.807	245.273	288.120	221.573	296.829	146.325	165.548	146.325	155.927	186.836	247.359	183.459	148.949	171.170	235.043	226.821	189.075	230.923	260.419	165.676	203.872	272.128	188.161	240.761	188.888	241.154	169.500	298.034	146.439	233.009	151.623	217.632	151.876	191.260	186.486
660060000	40.07	142.793	205.573	160.266	210.061	289.470	315.291	213.810	174.368	245.530	281.658	216.487	289.889	153.762	156.058	147.538	155.156	187.591	247.872	180.748	150.806	172.312	227.733	221.684	197.311	237.624	262.521	161.595	201.504	266.863	179.929	237.197	189.075	239.085	161.816	300.068	146.869	234.733	150.358	210.573	147.867	184.096	189.395
660100000	40.07	148.322	196.778	159.479	205.246	289.889	321.043	212.181	178.947	244.880	279.974	216.684	291.957	148.600	157.721	145.342	148.982	188.100	253.239	175.360	154.429	167.491	226.017	227.897	189.255	232.538	262.692	174.027	197.487	268.222	182.455	239.051	185.710	237.436	165.956	300.521	151.692	236.629	154.113	217.547	151.952	189.577	184.358
660140000	40.07	144.529	199.573	161.574	203.184	283.350	323.000	212.871	169.544	242.094	281.265	217.547	292.043	142.625	161.442	141.872	158.945	190.127	251.145	181.514	146.571	174.857	226.293	223.538	194.358	238.128	260.991	172.045	199.598	269.111	178.250	241.017	188.037	242.000	168.044	294.974	148.822	235.931	148.038	222.222	161.133	192.067	183.761
660180000	40.07	146.724	196.675	160.745	200.342	287.974	317.684	219.379	176.518	245.880	286.932	220.915	299.786	156.175	157.279	150.060	157.147	193.891	253.487	189.153	148.490	166.179	235.397	229.769	189.915	245.846	259.325	172.622	208.829	261.282	186.964	240.444	194.972	243.470	168.096	305.991	154.785	233.250	150.170	224.077	148.590	193.106	193.688
690020000	40.32	145.356	206.521	160.564	204.018	277.838	309.718	219.009	171.807	239.017	279.402	221.205	294.795	146.363	156.596	152.444	153.266	190.155	246.350	177.964	155.153	163.232	230.138	219.872	191.660	237.385	256.863	175.099	208.983	262.906	186.670	237.538	192.140	240.333	163.439	299.368	155.738	230.112	147.717	221.769	166.019	194.990	190.092
690060000	40.33	148.747	197.727	158.383	206.456	288.239	323.256	218.879	182.781	241.350	281.547	223.043	294.068	151.800	153.221	146.538	160.844	189.909	242.427	181.018	149.439	166.286	231.698	223.863	198.009	229.632	261.077	180.009	205.077	267.538	191.438	241.479	181.196	238.803	165.947	300.803	148.822	238.724	147.311	216.991	164.905	189.692	184.706
690100000	40.33	147.391	200.145	157.383	208.167	282.573	318.521	219.474	176.930	239.590	285.889	218.521	301.171	147.300	161.692	146.265	157.752	180.727	249.496	181.748	144.316	163.134	229.974	221.530	192.208	231.214	258.564	170.180	203.530	268.761	184.500	241.462	182.832	237.453	160.325	298.291	153.065	234.216	154.321	212.675	162.905	188.202	191.395
690140000	40.33	140.851	206.684	155.011	206.570	290.273	321.684	213.948	179.544	246.231	280.829	212.393	294.342	150.475	161.269	147.658	156.945	193.709	259.556	176.171	153.714	166.902	225.069	227.504	193.745	231.231	256.923	176.973	203.077	267.556	189.679	243.325	192.869	241.402	170.254	299.137	151.495	232.681	147.943	217.803	161.905	186.933	188.826
690180000	40.33	142.977	204.385	153.245	212.596	289.974	324.786	219.767	178.167	246.632	288.709	223.273	288.718	156.163	157.029	148.479	155.055	197.255	257.103	184.450	156.163	174.277	230.509	224.692	187.717	243.829	262.359	177.667	204.419	266.282	186.179	242.564	192.467	236.906	169.754	301.983	146.879	236.931	138.575	219.880	161.324	193.327	189.697
720020000	40.58	147.782	197.462	159.223	200.132	287.615	319.060	219.767	164.833	246.359	285.718	217.641	291.607	151.700	167.808	150.650	158.872	180.000	242.709	182.541	147.684	172.259	233.302	222.479	194.434	227.812	267.316	182.550	208.222	268.547	187.241	239.923	191.935	237.675	169.658	297.368	150.664	239.750	152.726	218.034	176.743	190.298	183.789
720060000	40.58	145.276	201.744	166.585	206.404	287.214	327.744	216.017	177.140	243.043	284.632	218.120	288.718	154.725	162.596	147.427	155.055	192.764	242.812	179.036	148.633	169.518	227.716	227.880	195.981	231.709	257.197	176.072	206.402	269.009	187.125	241.179	189.093	236.684	171.211	303.333	142.028	233.267	151.406	215.231	179.762	193.298	186.459
720100000	40.58	145.253	202.983	151.798	205.500	289.547	319.265	221.991	177.298	241.778	288.350	221.376	292.419	147.012	155.308	142.444	157.009	194.818	247.872	177.387	153.367	165.598	232.612	216.991	196.745	228.727	262.821	177.288	208.188	271.291	188.491	234.701	189.280	232.248	174.851	301.915	148.262	230.190	149.953	223.769	175.705	189.260	189.505
720140000	40.58	148.839	211.239	151.202	205.053	289.812	328.256	219.828	178.289	241.897	290.479	228.838	294.103	149.275	162.212	147.581	158.119	192.055	248.889	179.640	145.408	170.348	228.698	227.590	189.594	230.368	259.573	182.883	207.795	270.897	188.080	244.333	188.654	237.197	168.018	307.709	145.159	237.328	148.330	219.291	179.219	193.029	183.477
720180000	40.58	147.184	201.675	159.298	207.921	286.017	318.026	217.431	178.272	243.795	285.658	227.239	297.402	151.663	160.760	142.034	158.734	187.682	252.957	179.459	157.969	170.143	237.086	221.650	191.915	237.658	267.291	176.252	213.684	268.684	182.357	238.727	194.897	236.769	170.868	300.248	154.449	231.017	146.934	223.880	175.381	194.019	187.450
750020000	40.83	141.023	204.333	163.255	200.114	285.359	322.855	218.353	176.798	245.060	282.393	218.701	291.197	150.525	154.683	136.513	161.642	194.536	245.051	180.270	149.031	174.580	234.560	220.179	195.858	215.658	268.239	189.856	207.547	270.291	192.500	238.872	187.411	241.333	168.974	302.154	143.243	238.302	153.236	216.376	184.219	186.462	183.422
750060000	40.83	150.057	200.308	157.191	208.193	282.385	323.231	218.759	172.447	248.744	291.632	220.214	293.650	156.700	152.010	138.991	158.294	183.182	251.889	184.117	152.082	163.027	231.612	226.470	193.604	218.444	261.017	188.955	212.786	271.709	185.598	237.803	191.607	236.889	174.289	295.855	145.626	230.060	153.651	219.530	185.124	193.952	186.826
